,USPS,ST,NAME,ZCTA5,LAT,LON
128319,Porto,17,Maia,4425-368,41.2357,-8.6199
128320,Porto,17,Maia,4425-369,41.2357,-8.6199
128321,Porto,17,Maia,4425-370,41.2357,-8.6199
128322,Porto,17,Maia,4425-371,41.2357,-8.6199
128323,Porto,17,Maia,4425-372,41.2357,-8.6199
128324,Porto,17,Maia,4425-373,41.2357,-8.6199
128325,Porto,17,Maia,4425-374,41.2357,-8.6199
128326,Porto,17,Maia,4425-375,41.2357,-8.6199
128327,Porto,17,Maia,4425-376,41.2357,-8.6199
128328,Porto,17,Maia,4425-377,41.2357,-8.6199
128329,Porto,17,Maia,4425-378,41.2357,-8.6199
128330,Porto,17,Maia,4425-379,41.2357,-8.6199
128331,Porto,17,Maia,4425-380,41.2357,-8.6199
128332,Porto,17,Maia,4425-381,41.2357,-8.6199
128333,Porto,17,Maia,4425-382,41.2357,-8.6199
128334,Porto,17,Maia,4425-383,41.2357,-8.6199
128335,Porto,17,Maia,4425-384,41.2357,-8.6199
128336,Porto,17,Maia,4425-385,41.2357,-8.6199
128337,Porto,17,Maia,4425-386,41.2357,-8.6199
128338,Porto,17,Maia,4425-388,41.2357,-8.6199
128339,Porto,17,Maia,4425-389,41.2357,-8.6199
128340,Porto,17,Maia,4425-390,41.2357,-8.6199
128341,Porto,17,Maia,4425-391,41.2357,-8.6199
128342,Porto,17,Maia,4425-392,41.2357,-8.6199
128343,Porto,17,Maia,4425-393,41.2357,-8.6199
128344,Porto,17,Maia,4425-394,41.2357,-8.6199
128345,Porto,17,Maia,4425-396,41.2357,-8.6199
128346,Porto,17,Maia,4425-397,41.2357,-8.6199
128347,Porto,17,Maia,4425-399,41.2357,-8.6199
128348,Porto,17,Maia,4425-400,41.2357,-8.6199
128349,Porto,17,Maia,4425-401,41.2357,-8.6199
128350,Porto,17,Maia,4425-402,41.2357,-8.6199
128351,Porto,17,Maia,4425-403,41.2357,-8.6199
128352,Porto,17,Maia,4425-404,41.2357,-8.6199
128353,Porto,17,Maia,4425-406,41.2357,-8.6199
128354,Porto,17,Maia,4425-407,41.2357,-8.6199
128355,Porto,17,Maia,4425-408,41.2357,-8.6199
128356,Porto,17,Maia,4425-409,41.2357,-8.6199
128357,Porto,17,Maia,4425-410,41.2357,-8.6199
128358,Porto,17,Maia,4425-411,41.2357,-8.6199
128359,Porto,17,Maia,4425-412,41.2357,-8.6199
128360,Porto,17,Maia,4425-413,41.2357,-8.6199
128361,Porto,17,Maia,4425-414,41.2357,-8.6199
128362,Porto,17,Maia,4425-415,41.2357,-8.6199
128363,Porto,17,Maia,4425-416,41.2357,-8.6199
128364,Porto,17,Maia,4425-417,41.2357,-8.6199
128365,Porto,17,Maia,4425-418,41.2357,-8.6199
128366,Porto,17,Maia,4425-419,41.2357,-8.6199
128367,Porto,17,Maia,4425-420,41.2357,-8.6199
128368,Porto,17,Maia,4425-421,41.2357,-8.6199
128369,Porto,17,Maia,4425-422,41.2357,-8.6199
128370,Porto,17,Maia,4425-423,41.2357,-8.6199
128371,Porto,17,Maia,4425-424,41.2357,-8.6199
128372,Porto,17,Maia,4425-425,41.2357,-8.6199
128373,Porto,17,Maia,4425-426,41.2357,-8.6199
128374,Porto,17,Maia,4425-427,41.2357,-8.6199
128375,Porto,17,Maia,4425-428,41.2357,-8.6199
128376,Porto,17,Maia,4425-429,41.2357,-8.6199
128377,Porto,17,Maia,4425-430,41.2357,-8.6199
128378,Porto,17,Maia,4425-431,41.2357,-8.6199
128379,Porto,17,Maia,4425-432,41.2357,-8.6199
128380,Porto,17,Maia,4425-433,41.2357,-8.6199
128381,Porto,17,Maia,4425-434,41.2357,-8.6199
128382,Porto,17,Maia,4425-435,41.2357,-8.6199
128383,Porto,17,Maia,4425-436,41.2357,-8.6199
128384,Porto,17,Maia,4425-437,41.2357,-8.6199
128385,Porto,17,Maia,4425-438,41.2357,-8.6199
128386,Porto,17,Maia,4425-439,41.2357,-8.6199
128387,Porto,17,Maia,4425-440,41.2357,-8.6199
128388,Porto,17,Maia,4425-441,41.2357,-8.6199
128389,Porto,17,Maia,4425-442,41.2357,-8.6199
128390,Porto,17,Maia,4425-443,41.2357,-8.6199
128391,Porto,17,Maia,4425-444,41.2357,-8.6199
128392,Porto,17,Maia,4425-445,41.2357,-8.6199
128393,Porto,17,Maia,4425-446,41.2357,-8.6199
128394,Porto,17,Maia,4425-447,41.2357,-8.6199
128395,Porto,17,Maia,4425-448,41.2357,-8.6199
128396,Porto,17,Maia,4425-449,41.2357,-8.6199
128397,Porto,17,Maia,4425-450,41.2357,-8.6199
128398,Porto,17,Maia,4425-451,41.2357,-8.6199
128399,Porto,17,Maia,4425-452,41.2357,-8.6199
128400,Porto,17,Maia,4425-454,41.2357,-8.6199
128401,Porto,17,Maia,4425-455,41.2357,-8.6199
128402,Porto,17,Maia,4425-456,41.2357,-8.6199
128403,Porto,17,Maia,4425-457,41.2357,-8.6199
128404,Porto,17,Maia,4425-459,41.2357,-8.6199
128405,Porto,17,Maia,4425-460,41.2357,-8.6199
128406,Porto,17,Maia,4425-461,41.2357,-8.6199
128407,Porto,17,Maia,4425-462,41.2357,-8.6199
128408,Porto,17,Maia,4425-463,41.2357,-8.6199
128409,Porto,17,Maia,4425-464,41.2357,-8.6199
128410,Porto,17,Maia,4425-500,41.2357,-8.6199
128411,Porto,17,Maia,4425-502,41.2357,-8.6199
128412,Porto,17,Maia,4425-503,41.2357,-8.6199
128413,Porto,17,Maia,4425-504,41.2357,-8.6199
128414,Porto,17,Maia,4425-505,41.2357,-8.6199
128415,Porto,17,Maia,4425-506,41.2357,-8.6199
128416,Porto,17,Maia,4425-508,41.2357,-8.6199
128417,Porto,17,Maia,4425-509,41.2357,-8.6199
128418,Porto,17,Maia,4425-510,41.2357,-8.6199
128419,Porto,17,Maia,4425-511,41.2357,-8.6199
128420,Porto,17,Maia,4425-512,41.2357,-8.6199
128421,Porto,17,Maia,4425-513,41.2357,-8.6199
128422,Porto,17,Maia,4425-515,41.2357,-8.6199
128423,Porto,17,Maia,4425-516,41.2357,-8.6199
128424,Porto,17,Maia,4425-518,41.2357,-8.6199
128425,Porto,17,Maia,4425-520,41.2357,-8.6199
128426,Porto,17,Maia,4425-521,41.2357,-8.6199
128427,Porto,17,Maia,4425-522,41.2357,-8.6199
128428,Porto,17,Maia,4425-523,41.2357,-8.6199
128429,Porto,17,Maia,4425-524,41.2357,-8.6199
128430,Porto,17,Maia,4425-525,41.2357,-8.6199
128431,Porto,17,Maia,4425-526,41.2357,-8.6199
128432,Porto,17,Maia,4425-528,41.2357,-8.6199
128433,Porto,17,Maia,4425-529,41.2357,-8.6199
128434,Porto,17,Maia,4425-530,41.2357,-8.6199
128435,Porto,17,Maia,4425-531,41.2357,-8.6199
128436,Porto,17,Maia,4425-532,41.2357,-8.6199
128437,Porto,17,Maia,4425-533,41.2357,-8.6199
128438,Porto,17,Maia,4425-534,41.2357,-8.6199
128439,Porto,17,Maia,4425-536,41.2357,-8.6199
128440,Porto,17,Maia,4425-537,41.2357,-8.6199
128441,Porto,17,Maia,4425-538,41.2357,-8.6199
128442,Porto,17,Maia,4425-539,41.2357,-8.6199
128443,Porto,17,Maia,4425-540,41.2357,-8.6199
128444,Porto,17,Maia,4425-541,41.2357,-8.6199
128445,Porto,17,Maia,4425-542,41.2357,-8.6199
128446,Porto,17,Maia,4425-543,41.2357,-8.6199
128447,Porto,17,Maia,4425-545,41.2357,-8.6199
128448,Porto,17,Maia,4425-546,41.2357,-8.6199
128449,Porto,17,Maia,4425-547,41.2357,-8.6199
128450,Porto,17,Maia,4425-589,41.2357,-8.6199
128451,Porto,17,Maia,4425-591,41.2357,-8.6199
128452,Porto,17,Maia,4425-592,41.2357,-8.6199
128453,Porto,17,Maia,4425-593,41.2357,-8.6199
128454,Porto,17,Maia,4425-596,41.2357,-8.6199
128455,Porto,17,Maia,4425-600,41.2357,-8.6199
128456,Porto,17,Maia,4425-601,41.2357,-8.6199
128457,Porto,17,Maia,4425-602,41.2357,-8.6199
128458,Porto,17,Maia,4425-603,41.2357,-8.6199
128459,Porto,17,Maia,4425-604,41.2357,-8.6199
128460,Porto,17,Maia,4425-605,41.2357,-8.6199
128461,Porto,17,Maia,4425-606,41.2357,-8.6199
128462,Porto,17,Maia,4425-607,41.2357,-8.6199
128463,Porto,17,Maia,4425-608,41.2357,-8.6199
128464,Porto,17,Maia,4425-609,41.2357,-8.6199
128465,Porto,17,Maia,4425-611,41.2357,-8.6199
128466,Porto,17,Maia,4425-612,41.2357,-8.6199
128467,Porto,17,Maia,4425-613,41.2357,-8.6199
128468,Porto,17,Maia,4425-614,41.2357,-8.6199
128469,Porto,17,Maia,4425-615,41.2357,-8.6199
128470,Porto,17,Maia,4425-616,41.2357,-8.6199
128471,Porto,17,Maia,4425-617,41.2357,-8.6199
128472,Porto,17,Maia,4425-618,41.2357,-8.6199
128473,Porto,17,Maia,4425-619,41.2357,-8.6199
128474,Porto,17,Maia,4425-620,41.2357,-8.6199
128475,Porto,17,Maia,4425-621,41.2357,-8.6199
128476,Porto,17,Maia,4425-622,41.2357,-8.6199
128477,Porto,17,Maia,4425-623,41.2357,-8.6199
128478,Porto,17,Maia,4425-624,41.2357,-8.6199
128479,Porto,17,Maia,4425-625,41.2357,-8.6199
128480,Porto,17,Maia,4425-626,41.2357,-8.6199
128481,Porto,17,Maia,4425-627,41.2357,-8.6199
128482,Porto,17,Maia,4425-628,41.2357,-8.6199
128483,Porto,17,Maia,4425-629,41.2357,-8.6199
128484,Porto,17,Maia,4425-630,41.2357,-8.6199
128485,Porto,17,Maia,4425-632,41.2357,-8.6199
128486,Porto,17,Maia,4425-633,41.2357,-8.6199
128487,Porto,17,Maia,4425-634,41.2357,-8.6199
128488,Porto,17,Maia,4425-635,41.2357,-8.6199
128489,Porto,17,Maia,4425-636,41.2357,-8.6199
128490,Porto,17,Maia,4425-637,41.2357,-8.6199
128491,Porto,17,Maia,4425-638,41.2357,-8.6199
128492,Porto,17,Maia,4425-639,41.2357,-8.6199
128493,Porto,17,Maia,4425-640,41.2357,-8.6199
128494,Porto,17,Maia,4425-641,41.2357,-8.6199
128495,Porto,17,Maia,4425-642,41.2357,-8.6199
128496,Porto,17,Maia,4425-643,41.2357,-8.6199
128497,Porto,17,Maia,4425-645,41.2357,-8.6199
128498,Porto,17,Maia,4425-646,41.2357,-8.6199
128499,Porto,17,Maia,4425-647,41.2357,-8.6199
128500,Porto,17,Maia,4425-648,41.2357,-8.6199
128501,Porto,17,Maia,4425-649,41.2357,-8.6199
128502,Porto,17,Maia,4425-650,41.2357,-8.6199
128503,Porto,17,Maia,4425-651,41.2357,-8.6199
128504,Porto,17,Maia,4425-652,41.2357,-8.6199
128505,Porto,17,Maia,4425-653,41.2357,-8.6199
128506,Porto,17,Maia,4425-654,41.2357,-8.6199
128507,Porto,17,Maia,4425-656,41.2357,-8.6199
128508,Porto,17,Maia,4425-657,41.2357,-8.6199
128509,Porto,17,Maia,4425-658,41.2357,-8.6199
128510,Porto,17,Maia,4425-659,41.2357,-8.6199
128511,Porto,17,Maia,4425-660,41.2357,-8.6199
128512,Porto,17,Maia,4425-661,41.2357,-8.6199
128513,Porto,17,Maia,4425-662,41.2357,-8.6199
128514,Porto,17,Maia,4425-663,41.2357,-8.6199
128515,Porto,17,Maia,4425-664,41.2357,-8.6199
128516,Porto,17,Maia,4425-665,41.2357,-8.6199
128517,Porto,17,Maia,4425-666,41.2357,-8.6199
128518,Porto,17,Maia,4425-667,41.2357,-8.6199
128519,Porto,17,Maia,4425-668,41.2357,-8.6199
128520,Porto,17,Maia,4425-669,41.2357,-8.6199
128521,Porto,17,Maia,4425-670,41.2357,-8.6199
128522,Porto,17,Maia,4425-671,41.2357,-8.6199
128523,Porto,17,Maia,4425-672,41.2357,-8.6199
128524,Porto,17,Maia,4425-673,41.2357,-8.6199
128525,Porto,17,Maia,4425-674,41.2357,-8.6199
128526,Porto,17,Maia,4425-675,41.2357,-8.6199
128527,Porto,17,Maia,4425-677,41.2357,-8.6199
128528,Porto,17,Maia,4425-678,41.2357,-8.6199
128529,Porto,17,Maia,4425-679,41.2357,-8.6199
128530,Porto,17,Maia,4425-680,41.2357,-8.6199
128531,Porto,17,Maia,4425-681,41.2357,-8.6199
128532,Porto,17,Maia,4425-682,41.2357,-8.6199
128533,Porto,17,Maia,4425-685,41.2357,-8.6199
128534,Porto,17,Maia,4425-686,41.2357,-8.6199
128535,Porto,17,Maia,4425-687,41.2357,-8.6199
128536,Porto,17,Maia,4425-688,41.2357,-8.6199
128537,Porto,17,Maia,4425-689,41.2357,-8.6199
128538,Porto,17,Maia,4425-690,41.2357,-8.6199
128539,Porto,17,Maia,4425-691,41.2357,-8.6199
128540,Porto,17,Maia,4425-692,41.2357,-8.6199
128541,Porto,17,Maia,4425-693,41.2357,-8.6199
128542,Porto,17,Maia,4425-694,41.2357,-8.6199
128543,Porto,17,Maia,4425-695,41.2357,-8.6199
128544,Porto,17,Maia,4425-696,41.2357,-8.6199
128545,Porto,17,Maia,4425-697,41.2357,-8.6199
128546,Porto,17,Maia,4425-698,41.2357,-8.6199
128547,Porto,17,Maia,4425-699,41.2357,-8.6199
128548,Porto,17,Maia,4425-700,41.2357,-8.6199
128549,Porto,17,Maia,4425-701,41.2357,-8.6199
128550,Porto,17,Maia,4425-702,41.2357,-8.6199
128551,Porto,17,Maia,4425-703,41.2357,-8.6199
128552,Porto,17,Maia,4425-704,41.2357,-8.6199
128553,Porto,17,Maia,4425-705,41.2357,-8.6199
128554,Porto,17,Maia,4425-706,41.2357,-8.6199
128555,Porto,17,Maia,4425-707,41.2357,-8.6199
128556,Porto,17,Maia,4425-708,41.2357,-8.6199
128557,Porto,17,Maia,4425-709,41.2357,-8.6199
128558,Porto,17,Maia,4425-710,41.2357,-8.6199
128559,Porto,17,Maia,4425-711,41.2357,-8.6199
128560,Porto,17,Maia,4425-712,41.2357,-8.6199
128561,Porto,17,Maia,4425-713,41.2357,-8.6199
128562,Porto,17,Maia,4425-714,41.2357,-8.6199
128563,Porto,17,Maia,4425-999,41.2357,-8.6199
128564,Porto,17,Maia,4470-000,41.2357,-8.6199
128565,Porto,17,Maia,4470-001,41.2357,-8.6199
128566,Porto,17,Maia,4470-002,41.2357,-8.6199
128567,Porto,17,Maia,4470-003,41.2357,-8.6199
128568,Porto,17,Maia,4470-004,41.2357,-8.6199
128569,Porto,17,Maia,4470-005,41.2357,-8.6199
128570,Porto,17,Maia,4470-006,41.2357,-8.6199
128571,Porto,17,Maia,4470-007,41.2357,-8.6199
128572,Porto,17,Maia,4470-008,41.2357,-8.6199
128573,Porto,17,Maia,4470-009,41.2357,-8.6199
128574,Porto,17,Maia,4470-010,41.2357,-8.6199
128575,Porto,17,Maia,4470-011,41.2357,-8.6199
128576,Porto,17,Maia,4470-012,41.2357,-8.6199
128577,Porto,17,Maia,4470-013,41.2357,-8.6199
128578,Porto,17,Maia,4470-014,41.2357,-8.6199
128579,Porto,17,Maia,4470-015,41.2357,-8.6199
128580,Porto,17,Maia,4470-016,41.2357,-8.6199
128581,Porto,17,Maia,4470-017,41.2357,-8.6199
128582,Porto,17,Maia,4470-018,41.2357,-8.6199
128583,Porto,17,Maia,4470-019,41.2357,-8.6199
128584,Porto,17,Maia,4470-020,41.2357,-8.6199
128585,Porto,17,Maia,4470-021,41.2357,-8.6199
128586,Porto,17,Maia,4470-022,41.2357,-8.6199
128587,Porto,17,Maia,4470-023,41.2357,-8.6199
128588,Porto,17,Maia,4470-024,41.2357,-8.6199
128589,Porto,17,Maia,4470-025,41.2357,-8.6199
128590,Porto,17,Maia,4470-026,41.2357,-8.6199
128591,Porto,17,Maia,4470-027,41.2357,-8.6199
128592,Porto,17,Maia,4470-028,41.2357,-8.6199
128593,Porto,17,Maia,4470-029,41.2357,-8.6199
128594,Porto,17,Maia,4470-030,41.2357,-8.6199
128595,Porto,17,Maia,4470-031,41.2357,-8.6199
128596,Porto,17,Maia,4470-032,41.2357,-8.6199
128597,Porto,17,Maia,4470-034,41.2357,-8.6199
128598,Porto,17,Maia,4470-035,41.2357,-8.6199
128599,Porto,17,Maia,4470-036,41.2357,-8.6199
128600,Porto,17,Maia,4470-037,41.2357,-8.6199
128601,Porto,17,Maia,4470-038,41.2357,-8.6199
128602,Porto,17,Maia,4470-039,41.2357,-8.6199
128603,Porto,17,Maia,4470-040,41.2357,-8.6199
128604,Porto,17,Maia,4470-041,41.2357,-8.6199
128605,Porto,17,Maia,4470-042,41.2357,-8.6199
128606,Porto,17,Maia,4470-043,41.2357,-8.6199
128607,Porto,17,Maia,4470-044,41.2357,-8.6199
128608,Porto,17,Maia,4470-045,41.2357,-8.6199
128609,Porto,17,Maia,4470-046,41.2357,-8.6199
128610,Porto,17,Maia,4470-047,41.2357,-8.6199
128611,Porto,17,Maia,4470-048,41.2357,-8.6199
128612,Porto,17,Maia,4470-049,41.2357,-8.6199
128613,Porto,17,Maia,4470-050,41.2357,-8.6199
128614,Porto,17,Maia,4470-051,41.2357,-8.6199
128615,Porto,17,Maia,4470-052,41.2357,-8.6199
128616,Porto,17,Maia,4470-053,41.2357,-8.6199
128617,Porto,17,Maia,4470-054,41.2357,-8.6199
128618,Porto,17,Maia,4470-055,41.2357,-8.6199
128619,Porto,17,Maia,4470-056,41.2357,-8.6199
128620,Porto,17,Maia,4470-057,41.2357,-8.6199
128621,Porto,17,Maia,4470-058,41.2357,-8.6199
128622,Porto,17,Maia,4470-059,41.2357,-8.6199
128623,Porto,17,Maia,4470-060,41.2357,-8.6199
128624,Porto,17,Maia,4470-061,41.2357,-8.6199
128625,Porto,17,Maia,4470-062,41.2357,-8.6199
128626,Porto,17,Maia,4470-063,41.2357,-8.6199
128627,Porto,17,Maia,4470-064,41.2357,-8.6199
128628,Porto,17,Maia,4470-065,41.2357,-8.6199
128629,Porto,17,Maia,4470-066,41.2357,-8.6199
128630,Porto,17,Maia,4470-067,41.2357,-8.6199
128631,Porto,17,Maia,4470-068,41.2357,-8.6199
128632,Porto,17,Maia,4470-069,41.2357,-8.6199
128633,Porto,17,Maia,4470-070,41.2357,-8.6199
128634,Porto,17,Maia,4470-071,41.2357,-8.6199
128635,Porto,17,Maia,4470-072,41.2357,-8.6199
128636,Porto,17,Maia,4470-073,41.2357,-8.6199
128637,Porto,17,Maia,4470-074,41.2357,-8.6199
128638,Porto,17,Maia,4470-075,41.2357,-8.6199
128639,Porto,17,Maia,4470-076,41.2357,-8.6199
128640,Porto,17,Maia,4470-077,41.2357,-8.6199
128641,Porto,17,Maia,4470-078,41.2357,-8.6199
128642,Porto,17,Maia,4470-079,41.2357,-8.6199
128643,Porto,17,Maia,4470-080,41.2357,-8.6199
128644,Porto,17,Maia,4470-081,41.2357,-8.6199
128645,Porto,17,Maia,4470-082,41.2357,-8.6199
128646,Porto,17,Maia,4470-083,41.2357,-8.6199
128647,Porto,17,Maia,4470-084,41.2357,-8.6199
128648,Porto,17,Maia,4470-085,41.2357,-8.6199
128649,Porto,17,Maia,4470-086,41.2357,-8.6199
128650,Porto,17,Maia,4470-087,41.2357,-8.6199
128651,Porto,17,Maia,4470-088,41.2357,-8.6199
128652,Porto,17,Maia,4470-089,41.2357,-8.6199
128653,Porto,17,Maia,4470-090,41.2357,-8.6199
128654,Porto,17,Maia,4470-091,41.2357,-8.6199
128655,Porto,17,Maia,4470-092,41.2357,-8.6199
128656,Porto,17,Maia,4470-093,41.2357,-8.6199
128657,Porto,17,Maia,4470-094,41.2357,-8.6199
128658,Porto,17,Maia,4470-095,41.2357,-8.6199
128659,Porto,17,Maia,4470-096,41.2357,-8.6199
128660,Porto,17,Maia,4470-097,41.2357,-8.6199
128661,Porto,17,Maia,4470-098,41.2357,-8.6199
128662,Porto,17,Maia,4470-099,41.2357,-8.6199
128663,Porto,17,Maia,4470-100,41.2357,-8.6199
128664,Porto,17,Maia,4470-101,41.2357,-8.6199
128665,Porto,17,Maia,4470-102,41.2357,-8.6199
128666,Porto,17,Maia,4470-103,41.2357,-8.6199
128667,Porto,17,Maia,4470-104,41.2357,-8.6199
128668,Porto,17,Maia,4470-105,41.2357,-8.6199
128669,Porto,17,Maia,4470-106,41.2357,-8.6199
128670,Porto,17,Maia,4470-107,41.2357,-8.6199
128671,Porto,17,Maia,4470-108,41.2357,-8.6199
128672,Porto,17,Maia,4470-109,41.2357,-8.6199
128673,Porto,17,Maia,4470-110,41.2357,-8.6199
128674,Porto,17,Maia,4470-111,41.2357,-8.6199
128675,Porto,17,Maia,4470-112,41.2357,-8.6199
128676,Porto,17,Maia,4470-113,41.2357,-8.6199
128677,Porto,17,Maia,4470-114,41.2357,-8.6199
128678,Porto,17,Maia,4470-115,41.2357,-8.6199
128679,Porto,17,Maia,4470-116,41.2357,-8.6199
128680,Porto,17,Maia,4470-117,41.2357,-8.6199
128681,Porto,17,Maia,4470-118,41.2357,-8.6199
128682,Porto,17,Maia,4470-119,41.2357,-8.6199
128683,Porto,17,Maia,4470-120,41.2357,-8.6199
128684,Porto,17,Maia,4470-121,41.2357,-8.6199
128685,Porto,17,Maia,4470-122,41.2357,-8.6199
128686,Porto,17,Maia,4470-123,41.2357,-8.6199
128687,Porto,17,Maia,4470-124,41.2357,-8.6199
128688,Porto,17,Maia,4470-125,41.2357,-8.6199
128689,Porto,17,Maia,4470-126,41.2357,-8.6199
128690,Porto,17,Maia,4470-127,41.2357,-8.6199
128691,Porto,17,Maia,4470-128,41.2357,-8.6199
128692,Porto,17,Maia,4470-129,41.2357,-8.6199
128693,Porto,17,Maia,4470-130,41.2357,-8.6199
128694,Porto,17,Maia,4470-131,41.2357,-8.6199
128695,Porto,17,Maia,4470-132,41.2357,-8.6199
128696,Porto,17,Maia,4470-133,41.2357,-8.6199
128697,Porto,17,Maia,4470-134,41.2357,-8.6199
128698,Porto,17,Maia,4470-135,41.2357,-8.6199
128699,Porto,17,Maia,4470-136,41.2357,-8.6199
128700,Porto,17,Maia,4470-137,41.2357,-8.6199
128701,Porto,17,Maia,4470-138,41.2357,-8.6199
128702,Porto,17,Maia,4470-139,41.2357,-8.6199
128703,Porto,17,Maia,4470-140,41.2357,-8.6199
128704,Porto,17,Maia,4470-141,41.2357,-8.6199
128705,Porto,17,Maia,4470-142,41.2357,-8.6199
128706,Porto,17,Maia,4470-143,41.2357,-8.6199
128707,Porto,17,Maia,4470-144,41.2357,-8.6199
128708,Porto,17,Maia,4470-145,41.2357,-8.6199
128709,Porto,17,Maia,4470-146,41.2357,-8.6199
128710,Porto,17,Maia,4470-147,41.2357,-8.6199
128711,Porto,17,Maia,4470-148,41.2357,-8.6199
128712,Porto,17,Maia,4470-149,41.2357,-8.6199
128713,Porto,17,Maia,4470-150,41.2357,-8.6199
128714,Porto,17,Maia,4470-151,41.2357,-8.6199
128715,Porto,17,Maia,4470-152,41.2357,-8.6199
128716,Porto,17,Maia,4470-153,41.2357,-8.6199
128717,Porto,17,Maia,4470-154,41.2357,-8.6199
128718,Porto,17,Maia,4470-155,41.2357,-8.6199
128719,Porto,17,Maia,4470-156,41.2357,-8.6199
128720,Porto,17,Maia,4470-157,41.2357,-8.6199
128721,Porto,17,Maia,4470-158,41.2357,-8.6199
128722,Porto,17,Maia,4470-159,41.2357,-8.6199
128723,Porto,17,Maia,4470-160,41.2357,-8.6199
128724,Porto,17,Maia,4470-161,41.2357,-8.6199
128725,Porto,17,Maia,4470-162,41.2357,-8.6199
128726,Porto,17,Maia,4470-163,41.2357,-8.6199
128727,Porto,17,Maia,4470-164,41.2357,-8.6199
128728,Porto,17,Maia,4470-165,41.2357,-8.6199
128729,Porto,17,Maia,4470-166,41.2357,-8.6199
128730,Porto,17,Maia,4470-167,41.2357,-8.6199
128731,Porto,17,Maia,4470-168,41.2357,-8.6199
128732,Porto,17,Maia,4470-169,41.2357,-8.6199
128733,Porto,17,Maia,4470-170,41.2357,-8.6199
128734,Porto,17,Maia,4470-171,41.2357,-8.6199
128735,Porto,17,Maia,4470-172,41.2357,-8.6199
128736,Porto,17,Maia,4470-173,41.2357,-8.6199
128737,Porto,17,Maia,4470-174,41.2357,-8.6199
128738,Porto,17,Maia,4470-175,41.2357,-8.6199
128739,Porto,17,Maia,4470-176,41.2357,-8.6199
128740,Porto,17,Maia,4470-177,41.2357,-8.6199
128741,Porto,17,Maia,4470-178,41.2357,-8.6199
128742,Porto,17,Maia,4470-179,41.2357,-8.6199
128743,Porto,17,Maia,4470-180,41.2357,-8.6199
128744,Porto,17,Maia,4470-181,41.2357,-8.6199
128745,Porto,17,Maia,4470-182,41.2357,-8.6199
128746,Porto,17,Maia,4470-183,41.2357,-8.6199
128747,Porto,17,Maia,4470-184,41.2357,-8.6199
128748,Porto,17,Maia,4470-185,41.2357,-8.6199
128749,Porto,17,Maia,4470-186,41.2357,-8.6199
128750,Porto,17,Maia,4470-187,41.2357,-8.6199
128751,Porto,17,Maia,4470-188,41.2357,-8.6199
128752,Porto,17,Maia,4470-189,41.2357,-8.6199
128753,Porto,17,Maia,4470-190,41.2357,-8.6199
128754,Porto,17,Maia,4470-191,41.2357,-8.6199
128755,Porto,17,Maia,4470-192,41.2357,-8.6199
128756,Porto,17,Maia,4470-193,41.2357,-8.6199
128757,Porto,17,Maia,4470-194,41.2357,-8.6199
128758,Porto,17,Maia,4470-195,41.2357,-8.6199
128759,Porto,17,Maia,4470-196,41.2357,-8.6199
128760,Porto,17,Maia,4470-197,41.2357,-8.6199
128761,Porto,17,Maia,4470-199,41.2357,-8.6199
128762,Porto,17,Maia,4470-200,41.2357,-8.6199
128763,Porto,17,Maia,4470-201,41.2357,-8.6199
128764,Porto,17,Maia,4470-202,41.2357,-8.6199
128765,Porto,17,Maia,4470-203,41.2357,-8.6199
128766,Porto,17,Maia,4470-204,41.2357,-8.6199
128767,Porto,17,Maia,4470-205,41.2357,-8.6199
128768,Porto,17,Maia,4470-206,41.2357,-8.6199
128769,Porto,17,Maia,4470-207,41.2357,-8.6199
128770,Porto,17,Maia,4470-208,41.2357,-8.6199
128771,Porto,17,Maia,4470-209,41.2357,-8.6199
128772,Porto,17,Maia,4470-210,41.2357,-8.6199
128773,Porto,17,Maia,4470-211,41.2357,-8.6199
128774,Porto,17,Maia,4470-212,41.2357,-8.6199
128775,Porto,17,Maia,4470-213,41.2357,-8.6199
128776,Porto,17,Maia,4470-214,41.2357,-8.6199
128777,Porto,17,Maia,4470-215,41.2357,-8.6199
128778,Porto,17,Maia,4470-216,41.2357,-8.6199
128779,Porto,17,Maia,4470-217,41.2357,-8.6199
128780,Porto,17,Maia,4470-218,41.2357,-8.6199
128781,Porto,17,Maia,4470-219,41.2357,-8.6199
128782,Porto,17,Maia,4470-220,41.2357,-8.6199
128783,Porto,17,Maia,4470-221,41.2357,-8.6199
128784,Porto,17,Maia,4470-222,41.2357,-8.6199
128785,Porto,17,Maia,4470-223,41.2357,-8.6199
128786,Porto,17,Maia,4470-224,41.2357,-8.6199
128787,Porto,17,Maia,4470-225,41.2357,-8.6199
128788,Porto,17,Maia,4470-226,41.2357,-8.6199
128789,Porto,17,Maia,4470-227,41.2357,-8.6199
128790,Porto,17,Maia,4470-228,41.2357,-8.6199
128791,Porto,17,Maia,4470-229,41.2357,-8.6199
128792,Porto,17,Maia,4470-230,41.2357,-8.6199
128793,Porto,17,Maia,4470-231,41.2357,-8.6199
128794,Porto,17,Maia,4470-232,41.2357,-8.6199
128795,Porto,17,Maia,4470-233,41.2357,-8.6199
128796,Porto,17,Maia,4470-234,41.2357,-8.6199
128797,Porto,17,Maia,4470-235,41.2357,-8.6199
128798,Porto,17,Maia,4470-236,41.2357,-8.6199
128799,Porto,17,Maia,4470-237,41.2357,-8.6199
